"Nome Completo";"Nome para Urna Eletronica";"Numero do Candidato";"Situacao";"Sigla do Partido";"Numero do Partido";"Nome da Coligacao";"Composicao da Coligacao";"Cargo";"Sexo";"Data de Nascimento";"Estado Civil";"Ocupacao";"Grau de Instrucao";"Nacionalidade";"Municipio/UF de Nascimento";"Julgamento da Prest. de Contas";"Resultado da Eleicao";"Numero Protocolo";"Numero Processo";"CNPJ de Campanha"
"FABIO DO NASCIMENTO AMORIM";"FABIO DO TEATRO";31007;"INAPTO (Indeferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1983-05-21";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"RIBEIRAO DAS NEVES / MG";;;423562010;"4942-60.2010.6.13.0000";"12.170.236/0001-55"
"FABIO LUCIO RODRIGUES AVELAR";"FABIO AVELAR";20250;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1949-04-29";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"LAGOA SANTA / MG";;"Suplente";412722010;"4086-96.2010.6.13.0000";"12.170.717/0001-60"
"FÁBIO LUIZ NOGUEIRA CABALLERO";"FÁBIO CABALLERO";43800;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1975-02-08";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";410512010;"3945-77.2010.6.13.0000";"12.168.553/0001-37"
"FABRÍCIO AUGUSTO ARAÚJO RIBEIRO";"FABRÍCIO ARAÚJO";43210;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1989-04-17";"Solteiro(a)";"Estudante, Bolsista, Estagiário e Assemelhados";"Ensino Médio completo";"Brasileira nata";"UBERABA / MG";;"Suplente";410492010;"3943-10.2010.6.13.0000";"12.170.814/0001-53"
"FABRICIO NUNES SIMOES";"FABRICIO NUNES";44252;"APTO (Deferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1977-10-25";"Casado(a)";"Auxiliar de Escritório e Assemelhados";"Ensino Médio completo";"Brasileira nata";"CONCEICAO DO MATO DENTRO / MG";;"Suplente";416362010;"4442-91.2010.6.13.0000";"12.168.876/0001-20"
"FAGNER MATEUS GONÇALVES";"PETY SOCILA";12390;"INAPTO (Indeferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1980-07-19";"Solteiro(a)";"Empresário";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;;429292010;"5257-88.2010.6.13.0000";"12.189.556/0001-57"
"FAHIM MIGUEL SAWAN";"FAHIM";45220;"APTO (Deferido)";"PSDB";45;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1960-06-06";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"MIGUELOPOLIS / SP";;"Suplente";417192010;"4497-42.2010.6.13.0000";"12.206.422/0001-05"
"FARLEY SINDEAUX RIBEIRO";"FARLEY SINDEAUX";65192;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1978-12-08";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"MONTES CLAROS / MG";;"Suplente";428452010;"5184-19.2010.6.13.0000";"12.189.565/0001-48"
"FELICIO GONÇALVES DE FREITAS";"FELICIO CARRETEIRO";33308;"INAPTO (Renúncia)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1948-06-15";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Ensino Fundamental completo";"Brasileira nata";"MONTES CLAROS / MG";;;406682010;"3791-59.2010.6.13.0000";"12.173.507/0001-26"
"FELICISSIMA FRANÇA";"FELICISSIMA";10737;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1956-09-20";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";420472010;"4822-17.2010.6.13.0000";"12.176.196/0001-59"
"FELIPE FERNANDO DA COSTA";"FELIPE FERNANDO";40888;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1983-04-08";"Solteiro(a)";"Outros";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";418452010;"4651-60.2010.6.13.0000";"12.167.928/0001-44"
"FERNANDO ANTÔNIO GOMES ARAÚJO";"FERNANDÃO";12412;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1960-04-09";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";429302010;"5258-73.2010.6.13.0000";"12.190.818/0001-01"
"FERNANDO ANTONIO RIBEIRO";"FERNANDO DAS TORCIDAS";14151;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1972-02-28";"Solteiro(a)";"Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados";"Ensino Fundamental incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";418462010;"4652-45.2010.6.13.0000";"12.180.481/0001-43"
"FERNANDO CARLOS DE SOUZA";"FERNANDO CARLOS DE SOUZA";28500;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1977-09-07";"Solteiro(a)";"Representante Comercial";"Ensino Médio completo";"Brasileira nata";"MURIAÉ / MG";;"Suplente";415252010;"4333-77.2010.6.13.0000";"12.169.143/0001-00"
"FERNANDO DA SILVA CORTES";"FERNANDO CORTEZ";22151;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1956-03-07";"Casado(a)";"Trabalhador de Fabricação de Roupas";"Ensino Médio incompleto";"Brasileira nata";"SALINAS / MG";;"Suplente";520142010;"5776-63.2010.6.13.0000";"12.256.088/0001-96"
"FERNANDO DE MORAES";"DR FERNANDO MORAES";40121;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1949-07-30";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"UBERLANDIA / MG";;"Suplente";418472010;"4653-30.2010.6.13.0000";"12.171.356/0001-77"
"FERNANDO LUIZ FORTUCI LOPES";"DR. FERNANDO FORTUCI";15515;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1953-06-22";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"UBÁ / MG";;"Suplente";424032010;"4982-42.2010.6.13.0000";"12.173.766/0001-57"
"FERNANDO MAURICIO DE GOUVEA JUNQUEIRA";"FERNANDO JUNQUEIRA";11211;"APTO (Deferido)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1953-04-14";"Viúvo(a)";"Empresário";"Ensino Fundamental completo";"Brasileira nata";"RIO DE JANEIRO / RJ";;"Suplente";417202010;"4499-12.2010.6.13.0000";"12.175.701/0001-40"
"FERNANDO PARREIRAS DE OLIVEIRA";"FERNANDO DE OLIVEIRA";20110;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1968-09-28";"Casado(a)";"Outros";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";412732010;"4087-81.2010.6.13.0000";"12.180.208/0001-19"
"FERNANDO PASSOS";"FERNANDO DO FORUM";33440;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1958-08-23";"Casado(a)";"Serventuário de Justiça";"Superior completo";"Brasileira nata";"VISCONDE DO RIO BRANCO / MG";;"Suplente";406692010;"3792-44.2010.6.13.0000";"12.176.305/0001-38"
"FILIPE CARDOSO CARIELO";"FILIPE CARIELO";14321;"INAPTO (Renúncia)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1986-05-02";"Solteiro(a)";"Advogado";"Superior completo";"Brasileira nata";"CARMO DO RIO CLARO / MG";;"Renúncia/falecimento/cassação antes da eleição";418482010;"4654-15.2010.6.13.0000";"12.170.573/0001-42"
"FLAVIO AFONSO CARLOS";"FLAVIO AFONSO";27333;"APTO (Deferido)";"PSDC";27;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1963-06-13";"Casado(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";406702010;"3793-29.2010.6.13.0000";"12.178.017/0001-12"
"FLÁVIO ALEXANDRE RODRIGUES DA SILVA";"FLÁVIO RODRIGUES";43036;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1970-02-27";"Casado(a)";"Vendedor de Comércio Varejista e Atacadista";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";410502010;"3944-92.2010.6.13.0000";"12.181.092/0001-32"
"FLAVIO ANSELMO PINTO";"CABO FLAVIO ANSELMO";28193;"APTO (Deferido)";"PRTB";28;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1972-04-19";"Casado(a)";"Bombeiro Militar";"Superior incompleto";"Brasileira nata";"CONTAGEM / MG";;"Suplente";415262010;"4334-62.2010.6.13.0000";"12.200.006/0001-91"
"FLAVIO CALIXTO SIMAO";"FLAVIO CALIXTO";22000;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1970-02-23";"Casado(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"PRATAPOLIS / MG";;"Suplente";411732010;"3997-73.2010.6.13.0000";"12.180.373/0001-70"
"FLÁVIO DE ALMEIDA";"SD FLÁVIO DE ALMEIDA";65613;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1967-07-02";"Casado(a)";"Vereador";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";428462010;"5185-04.2010.6.13.0000";"12.190.975/0001-09"
"FLAVIO HENRIQUE PEREIRA";"FLAVIO HENRIQUE";33000;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1965-08-20";"Separado(a) judicialmente";"Servidor Público Estadual";"Ensino Médio completo";"Brasileira nata";"POUSO ALEGRE / MG";;"Suplente";406712010;"3794-14.2010.6.13.0000";"12.177.892/0001-80"
"FLAVIO LIMA GUERRA";"FLAVIO GUERRA";33555;"INAPTO (Indeferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1968-09-24";"Solteiro(a)";"Empresário";"Superior completo";"Brasileira nata";"IPATINGA / MG";;;406722010;"3795-96.2010.6.13.0000";"12.179.269/0001-66"
"FLAVIO NONATO FERNANDES";"FLAVIO NONATO";33031;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1970-09-04";"Solteiro(a)";"Outros";"Ensino Fundamental completo";"Brasileira nata";"MANHACU / MG";;"Suplente";406732010;"3796-81.2010.6.13.0000";"12.181.512/0001-80"
"FLÁVIO PROCÓPIO CHEKER";"FLÁVIO CHEKER";13609;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1958-02-02";"Casado(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"RIO NOVO / MG";;"Suplente";420482010;"4823-02.2010.6.13.0000";"12.173.774/0001-01"
"FLAVIO ROMEU PEDROSA";"FLAVIO PEDROSA";20245;"INAPTO (Indeferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1975-09-13";"Casado(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"OURO BRANCO / MG";;;571452010;"6139-50.2010.6.13.0000";"12.311.720/0001-57"
"FRANCELINO SILVA SANTOS";"FRANCA";70130;"INAPTO (Indeferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1985-02-02";"Solteiro(a)";"Publicitário";"Ensino Fundamental completo";"Brasileira nata";"MONTES CLAROS / MG";;;416372010;"4443-76.2010.6.13.0000";"12.170.794/0001-10"
"FRANCISCO DE ASSIS BELGO";"FRANCISCO BELGO";22111;"APTO (Deferido)";"PR";22;0;0;"Deputado Estadual";"Masculino";"1964-05-10";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"JUIZ DE FORA / MG";;"Suplente";411742010;"3998-58.2010.6.13.0000";"12.177.730/0001-41"
"FRANCISCO EUSTAQUIO RABELLO";"DR FRANCISCO RABELLO";44009;"APTO (Deferido)";"PRP";44;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1943-10-23";"Casado(a)";"Policial Civil";"Superior completo";"Brasileira nata";"TRES PONTAS / MG";;"Suplente";416382010;"4444-61.2010.6.13.0000";"12.168.714/0001-92"
"FRANCISCO FELIX FIGUEIROA FILHO";"FRANCISCO FELIX";50111;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1958-09-25";"Casado(a)";"Técnico em Informática";"Ensino Médio completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Não eleito";422432010;"3711-95.2010.6.13.0000";"12.174.440/0001-44"
"FRANCISCO MOURA CUNHA";"CUNHA CORRETOR";23011;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1961-10-10";"Casado(a)";"Empresário";"Ensino Médio completo";"Brasileira nata";"JARAGUÁ / GO";;"Suplente";419702010;"4781-50.2010.6.13.0000";"12.176.329/0001-97"
"FRANCISCO TAKESHI DE SOUZA UEJO";"CHICO UEJO";40840;"APTO (Deferido)";"PSB";40;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1978-08-16";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"SAO GOTARDO / MG";;"Suplente";418492010;"4655-97.2010.6.13.0000";"12.181.009/0001-25"
"FREDERICO BORGES DA COSTA";"FRED COSTA";31333;"APTO (Deferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1977-07-12";"Solteiro(a)";"Vereador";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Eleito";423572010;"4943-45.2010.6.13.0000";"12.168.463/0001-46"
"GABRIEL DOS SANTOS ROCHA";"BIEL";13213;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1959-09-09";"Casado(a)";"Sociólogo";"Superior completo";"Brasileira nata";"JUIZ DE FORA / MG";;"Suplente";420492010;"4825-69.2010.6.13.0000";"12.177.567/0001-17"
"GALILEU TEIXEIRA MACHADO";"GALILEU MACHADO";33015;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1932-07-11";"Casado(a)";"Engenheiro";"Superior completo";"Brasileira nata";"DIVINOPOLIS / MG";;"Suplente";406742010;"3797-66.2010.6.13.0000";"12.167.423/0001-80"
"GEISA GOMES PEREIRA TEIXEIRA";"GEISA TEIXEIRA";13200;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Feminino";"1959-06-07";"Viúvo(a)";"Gerente";"Superior completo";"Brasileira nata";"VARGINHA / MG";;"Suplente";420502010;"4827-39.2010.6.13.0000";"12.176.984/0001-45"
"GENARIO TEIXEIRA DE SOUZA";"GENARIO";20106;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1958-05-17";"Casado(a)";"Outros";"Ensino Fundamental completo";"Brasileira nata";"SABARA / MG";;"Suplente";412742010;"4088-66.2010.6.13.0000";"12.177.992/0001-06"
"GENECI SALDANHA DOS SANTOS";"GENECI SALDANHA";31321;"APTO (Deferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1960-08-16";"Casado(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"MANTENA / MG";;"Suplente";423582010;"4944-30.2010.6.13.0000";"12.206.473/0001-29"
"GENESES GONÇALVES";"SARGENTO GENESES";14800;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1965-08-16";"Casado(a)";"Policial Militar";"Ensino Médio completo";"Brasileira nata";"GOVERNADOR VALADARES / MG";;"Suplente";418502010;"4656-82.2010.6.13.0000";"12.204.977/0001-00"
"GENIVAL COSTA SOARES";"GENIVAL";43192;"APTO (Deferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1961-09-15";"Viúvo(a)";"Padeiro, Confeiteiro e Assemelhados";"Ensino Fundamental incompleto";"Brasileira nata";"SÃO BENTO DO TRAIRIRI / RN";;"Suplente";410522010;"3946-62.2010.6.13.0000";"12.168.533/0001-66"
"GERALDA MARIA PEREIRA DA SILVA";"GERALDA KRAMMER";36360;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Feminino";"1960-05-08";"Solteiro(a)";"Sacerdote ou Membro de Ordem ou Seita Religiosa";"Superior incompleto";"Brasileira nata";"SANTANA DE PIRAPAMA / MG";;"Suplente";415272010;"4335-47.2010.6.13.0000";"12.176.089/0001-20"
"GERALDO CESAR MACIEL";"CESAR MACIEL";65007;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1959-03-20";"Casado(a)";"Comerciante";"Superior incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";428472010;"5186-86.2010.6.13.0000";"12.190.371/0001-62"
"GERALDO DA COSTA SILVA";"GERA DO DULCE";50001;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1968-05-06";"Solteiro(a)";"Servidor Público Estadual";"Superior incompleto";"Brasileira nata";"MONTES CLAROS / MG";;"Não eleito";422442010;"3712-80.2010.6.13.0000";"12.181.155/0001-50"
"GERALDO DAS GRAÇAS DE ANDRADE";"GERALDO ANDRADE";23323;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1950-09-03";"Casado(a)";"Servidor Público Estadual";"Superior completo";"Brasileira nata";"DORES DE GUANHÃES / MG";;"Suplente";419712010;"4784-05.2010.6.13.0000";"12.170.807/0001-51"
"GERALDO DE ARAÚJO SILVA";"GERALDO BATATA";16016;"INAPTO (Indeferido)";"PSTU";16;0;0;"Deputado Estadual";"Masculino";"1972-12-13";"Solteiro(a)";"Industrial";"Ensino Médio completo";"Brasileira nata";"CURVELO / MG";;;414732010;"4225-48.2010.6.13.0000";"12.181.864/0001-36"
"GERALDO ELIAS CARNEIRO FILHO";"GERALDO DAI";50456;"APTO (Deferido)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1959-01-23";"Casado(a)";"Servidor Público Municipal";"Ensino Médio completo";"Brasileira nata";"MONTES CLAROS / MG";;"Não eleito";422452010;"3713-65.2010.6.13.0000";"12.179.002/0001-79"
"GERALDO EUSTÁQUIO MAGALHAES";"GERALDO MAGALHÃES";14136;"APTO (Deferido)";"PTB";14;"JUSTIÇA SOCIAL E TRABALHO";"PTB / PSB";"Deputado Estadual";"Masculino";"1946-04-20";"Divorciado(a)";"Agente Administrativo";"Ensino Médio completo";"Brasileira nata";"SANTA BÁRBARA / MG";;"Suplente";418512010;"4657-67.2010.6.13.0000";"12.171.578/0001-90"
"GERALDO FELIX DE JESUS";"GERALDO FÉLIX";15100;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1935-02-22";"Casado(a)";"Vereador";"Superior completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";424042010;"4983-27.2010.6.13.0000";"12.169.695/0001-19"
"GERALDO GONCALVES PASSOS";"GERALDO PASSOS";20070;"APTO (Deferido)";"PSC";20;0;0;"Deputado Estadual";"Masculino";"1935-08-08";"Casado(a)";"Outros";"Ensino Fundamental incompleto";"Brasileira nata";"SAO PEDRO DO SUACUI / MG";;"Suplente";583752010;"6214-89.2010.6.13.0000";"12.332.395/0001-09"
"GERALDO LOURENÇO DA SILVA";"MÃO LIMPA";36978;"INAPTO (Renúncia)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1944-04-03";"Casado(a)";"Aposentado (Exceto Servidor Público)";"Ensino Fundamental incompleto";"Brasileira nata";"BRAUNAS / MG";;;415282010;"4336-32.2010.6.13.0000";"12.179.275/0001-13"
"GERALDO MAGNO DE RESENDE";"GERALDO RESENDE";36012;"APTO (Deferido)";"PTC";36;"PTC/PRTB";"PRTB / PTC";"Deputado Estadual";"Masculino";"1969-02-10";"Casado(a)";"Administrador";"Superior completo";"Brasileira nata";"ITUMIRIM / MG";;"Suplente";415292010;"4337-17.2010.6.13.0000";"12.179.561/0001-89"
"GERALDO MARTINS DA MOTA";"PE. PREGUINHO";13551;"APTO (Deferido)";"PT";13;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1966-02-09";"Solteiro(a)";"Sacerdote ou Membro de Ordem ou Seita Religiosa";"Superior completo";"Brasileira nata";"PRESIDENTE OLEGÁRIO / MG";;"Suplente";420512010;"4829-09.2010.6.13.0000";"12.241.663/0001-87"
"GERALDO NASCIMENTO DE OLIVEIRA";"GERALDO NASCIMENTO";50130;"APTO (Indeferido com recurso)";"PSOL";50;0;0;"Deputado Estadual";"Masculino";"1955-12-25";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"TIMOTEO / MG";;"Indeferido com Recurso";422462010;"3714-50.2010.6.13.0000";"12.173.905/0001-42"
"GERALDO SANTANA PIMENTA";"GERALDO PIMENTA";65065;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1956-03-14";"Casado(a)";"Médico";"Superior completo";"Brasileira nata";"SABINOPOLIS / MG";;"Suplente";428482010;"5187-71.2010.6.13.0000";"12.204.311/0001-51"
"GERCI MARTINS FILHO";"GERCY FILHO";43401;"INAPTO (Indeferido)";"PV";43;0;0;"Deputado Estadual";"Masculino";"1951-11-13";"Solteiro(a)";"Comerciante";"Ensino Médio completo";"Brasileira nata";"PEDRO LEOPOLDO / MG";;;527292010;"5823-37.2010.6.13.0000";"12.262.774/0001-70"
"GERCILIO DE SOUSA OLIVEIRA";"GERCILIO OLIVEIRA";10200;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1969-02-10";"Casado(a)";"Empresário";"Superior incompleto";"Brasileira nata";"SÃO RAIMUNDO NONATO / PI";;"Suplente";420522010;"4831-76.2010.6.13.0000";"12.178.124/0001-40"
"GERSON APPENZELLER";"CHICO BENTO";12129;"APTO (Deferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1951-01-07";"Casado(a)";"Servidor Público Federal";"Superior completo";"Brasileira nata";"MANAUS / AM";;"Suplente";429312010;"5259-58.2010.6.13.0000";"12.189.770/0001-03"
"GERSON FRAGOSO PATRICIO";"ZÉ NINGUÉM";12001;"INAPTO (Indeferido)";"PDT";12;0;0;"Deputado Estadual";"Masculino";"1965-11-01";"Casado(a)";"Publicitário";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;;592772010;"6339-57.2010.6.13.0000";"12.347.281/0001-32"
"GERSON RIBEIRO NETO";"CHICO GERSON";33033;"APTO (Deferido)";"PMN";33;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1964-02-12";"Casado(a)";"Comerciante";"Ensino Fundamental completo";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";406752010;"3798-51.2010.6.13.0000";"12.199.478/0001-71"
"GETÚLIO AFONSO PORTO NEIVA";"GETÚLIO NEIVA";15444;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1942-11-03";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"MEDINA / MG";;"Suplente";424052010;"4985-94.2010.6.13.0000";"12.170.423/0001-39"
"GETULIO FERREIRA DE MORAIS";"DR. GETÚLIO";17013;"APTO (Deferido)";"PSL";17;"UNIDOS POR MINAS";"PSL / PSDC / PMN";"Deputado Estadual";"Masculino";"1963-06-12";"Divorciado(a)";"Médico";"Superior completo";"Brasileira nata";"CURVELO / MG";;"Suplente";406762010;"3799-36.2010.6.13.0000";"12.199.639/0001-27"
"GEZI VIEIRA";"GEZI VIEIRA";23745;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Feminino";"1955-11-28";"Casado(a)";"Outros";"Ensino Fundamental incompleto";"Brasileira nata";"BARRA SÃO FRANCISCO / ES";;"Suplente";419722010;"4785-87.2010.6.13.0000";"12.332.434/0001-78"
"GIL ANTÔNIO DINIZ";"TETECO";15678;"APTO (Deferido)";"PMDB";15;0;0;"Deputado Estadual";"Masculino";"1949-04-06";"Casado(a)";"Vereador";"Ensino Fundamental completo";"Brasileira nata";"CONTAGEM / MG";;"Suplente";444042010;"5493-40.2010.6.13.0000";"12.214.159/0001-98"
"GILBERTO APARECIDO ABRAMO";"BISPO GILBERTO ABRAMO";10100;"APTO (Deferido)";"PRB";10;"MUDA MINAS";"PRB / PT";"Deputado Estadual";"Masculino";"1966-08-06";"Casado(a)";"Deputado";"Superior completo";"Brasileira nata";"PORTO FERREIRA / SP";;"Eleito";420532010;"4832-61.2010.6.13.0000";"12.170.617/0001-34"
"GILBERTO WAGNER MARTINS PEREIRA ANTUNES";"GIL PEREIRA";11210;"APTO (Deferido)";"PP";11;"PSDB/DEM/PP";"PP / DEM / PSDB";"Deputado Estadual";"Masculino";"1961-06-13";"Casado(a)";"Agente Administrativo";"Superior completo";"Brasileira nata";"MONTES CLAROS / MG";;"Eleito";417212010;"4501-79.2010.6.13.0000";"12.177.996/0001-94"
"GILÊNIO RODRIGUES DOS SANTOS";"GILÊNIO PROFESSOR";65800;"APTO (Deferido)";"PC do B";65;0;0;"Deputado Estadual";"Masculino";"1970-04-28";"Solteiro(a)";"Professor de Ensino Médio";"Superior completo";"Brasileira nata";"JOAÍMA / MG";;"Suplente";428502010;"5189-41.2010.6.13.0000";"12.191.368/0001-63"
"GILMAR APARECIDO MAGALHAES";"GILMAR MAGALHAES";70028;"APTO (Deferido)";"PT do B";70;"Projeto Vitoria 2010";"PRP / PT do B";"Deputado Estadual";"Masculino";"1962-03-28";"Solteiro(a)";"Trabalhador de Construção Civil";"Ensino Médio incompleto";"Brasileira nata";"BELO HORIZONTE / MG";;"Suplente";443882010;"5506-39.2010.6.13.0000";"12.203.874/0001-25"
"GILMAR CHAVES DE BARROS";"DR. GILMAR CHAVES";31032;"APTO (Deferido)";"PHS";31;"PHS/PTN";"PTN / PHS";"Deputado Estadual";"Masculino";"1957-04-07";"Casado(a)";"Advogado";"Superior completo";"Brasileira nata";"JUIZ DE FORA / MG";;"Suplente";423592010;"4945-15.2010.6.13.0000";"12.199.228/0001-31"
"GILSON AFONSO STEMLER";"GILSON STEMLER";23300;"APTO (Deferido)";"PPS";23;0;0;"Deputado Estadual";"Masculino";"1973-04-17";"Casado(a)";"Gerente";"Ensino Fundamental completo";"Brasileira nata";"CONCEIÇÃO DO MATO DENTRO / MG";;"Suplente";419732010;"4786-72.2010.6.13.0000";"12.181.315/0001-61"
